id,name,mediums,styles,galleries_exhibits
Q206820,Anders Zorn,"panel, paper, canvas, oil paint, watercolor paint, gouache paint, bronze, highlight, tree, laid paper, wove paper, cardboard","Orientalism, impressionism, Orientalis","Art Institute of Chicago, Parliament of Sweden, Museum of Fine Arts Ghent (MSK), Zorn Collections, Museum of Fine Arts, Budapest, National Gallery of Victoria, Prints in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/629bc93fc56a3d83517332c61561cfb1, http://www.wikidata.org/.well-known/genid/b2e36ba697feb3e43d5300a145ad29bc, http://www.wikidata.org/.well-known/genid/2b2c9300940385a8667505d21465c7ea, National Museum of Fine Arts, National Gallery of Art, Nationalmuseum, National Portrait Gallery, Rosenwald Collection, Museum of Fine Arts Boston, Hungarian National Gallery, Yale University Art Gallery, Worcester Art Museum, Carnegie Museum of Art, Malmö Art Museum, Finnish National Gallery, Wadsworth Atheneum Museum of Art, Minneapolis Institute of Art, Thiel Gallery, Gothenburg Museum of Art, Fürstenberg Gallery, http://www.wikidata.org/.well-known/genid/23c0b5b7521bbfa10f8c910782498614, http://www.wikidata.org/.well-known/genid/a110af0e5dd251553927d71bb1db115e, http://www.wikidata.org/.well-known/genid/decba602a827dac54dda1f0866e05498, http://www.wikidata.org/.well-known/genid/0f0e06efa0ff32c5a185eaf9617bbf59, http://www.wikidata.org/.well-known/genid/9ddd9096beed05cbe22b053a7517418e, http://www.wikidata.org/.well-known/genid/c5c26464f0118f020774a52d5c903599, http://www.wikidata.org/.well-known/genid/0559d01d2444fedd89ef6adc170cdfe6, http://www.wikidata.org/.well-known/genid/dbd0564586b9373c5e7e06e131c86595, http://www.wikidata.org/.well-known/genid/2655092bca28f7758a89824de3081543, http://www.wikidata.org/.well-known/genid/1a0bafeebf6efdb96eaef441d1c67345, http://www.wikidata.org/.well-known/genid/1ab20b9a58fbdaf4ef215a55c458b41d, http://www.wikidata.org/.well-known/genid/5e9c8ca0ada61f75f13ee9bb09319e56, http://www.wikidata.org/.well-known/genid/a63203f1dc2d9675e5cf59c9b2b43f8c, http://www.wikidata.org/.well-known/genid/e21fcf364f0e56581e3770e187064662, http://www.wikidata.org/.well-known/genid/2a5b112f8c766da2162633bfcde38f71, http://www.wikidata.org/.well-known/genid/273fe0e951df1ae3a10176f2e6770a22, http://www.wikidata.org/.well-known/genid/9dd94e8d20cedffc8ba9d9eb9f93adc7, http://www.wikidata.org/.well-known/genid/66ffab77e0ec4473436a8f736986d054, http://www.wikidata.org/.well-known/genid/05fa17d98dfa79ebb42d99ae190ab5f0, http://www.wikidata.org/.well-known/genid/eee2e0b19cad4f78a050eb3e8d94e7a9, http://www.wikidata.org/.well-known/genid/46420c5d740ff38978d6f4d62af64cbd, http://www.wikidata.org/.well-known/genid/50148df6fcbab1705ae98e44543f1059, http://www.wikidata.org/.well-known/genid/032d273d9f0bb204aadbd63c6b5de6bd"
Q212312,Robert Venturi,crystal,"postmodernism, postmodern architecture",Museum of Modern Art
Q212426,Elizabeth Murray,"canvas, oil paint, wove paper",contemporary art,"Art Institute of Chicago, Princeton University Art Museum, Prints in the National Gallery of Art, MTA Arts & Design Permanent Art Collection, Metropolitan Museum of Art, Dallas Museum of Art, Birmingham Museum of Art, Museum of Modern Art, Toledo Museum of Art, Pennsylvania Academy of the Fine Arts, National Gallery of Art, Philadelphia Museum of Art, Museum of Fine Arts Boston, The Phillips Collection, Whitney Museum of American Art, Worcester Art Museum, The Nelson-Atkins Museum of Art"
Q213520,Josef Tal,,,
Q213619,Wäinö Aaltonen,"granite, bronze, canvas, oil paint, lumber, gabbro, gold leaf",,"City of Pori art collection, HAM Helsinki Art Museum, Finnish National Gallery, Parliament of Finland"
Q213637,Herbert Bayer,"metal, gouache paint, paperboard, cardboard, paper, ink, concrete, illustration board, canvas, oil paint, gelatin silver print, watercolor paint, graphite",Bauhaus,"collection of the Musée d’art contemporain de Montréal, Museum Folkwang, Busch–Reisinger Museum, Los Angeles County Museum of Art, Prints in the National Gallery of Art, Belvedere, National Gallery of Art, Bavarian State Painting Collections, Westphalian State Museum of Art and Cultural History, ""degenerate art"" collection, Whitney Museum of American Art, Smithsonian American Art Museum, Neue Nationalgalerie, Seattle Art Museum, Israel Museum, San Francisco Museum of Modern Art, Harvard Art Museums"
Q213703,Hans Bellmer,"textile, gouache paint, paper, wood, graphite pencil, bronze, canvas, oil paint, velvet, etching technique, wove paper, graphite",surrealism,"Prints in the National Gallery of Art, Metropolitan Museum of Art, Scharf-Gerstenberg Collection, National Museum of Modern Art, Tate, Museum Boijmans Van Beuningen, National Gallery of Art, Mu.ZEE - Kunstmuseum aan Zee, Neue Nationalgalerie, Israel Museum, San Francisco Museum of Modern Art"
Q213957,Bernard B. Fall,,,
Q214110,David Rubinger,,,
Q214118,Sonya Noskowiak,gelatin silver print,,San Francisco Museum of Modern Art
Q214198,Eva Besnyö,,,
Q214312,Gustav Metzger,,,Sprengel Museum
Q214355,Francis Wolff,,,
Q214381,Lucia Moholy,,Bauhaus,Metropolitan Museum of Art
Q214507,Fred Spira,,,
Q214778,Johannes Molzahn,"canvas, oil paint, laid paper, wove paper",,"Museum Folkwang, Busch–Reisinger Museum, Schloss Weimar, Silesian Museum of Fine Arts, Prints in the National Gallery of Art, Wrocław Palace, National Gallery of Art, Bavarian State Painting Collections, ""degenerate art"" collection, Yale University Art Gallery, Neue Nationalgalerie, Harvard Art Museums"
Q214847,Lucian Scherman,,,
Q214905,Thomas Eakins,"cardboard, paper, canvas, oil paint, watercolor paint, pencil, charcoal, wood, panel, black chalk, bronze, graphite, plaster, platinum print","Realism, realism, academic art, scientific realism","Art Institute of Chicago, Crystal Bridges Museum of American Art, Fine Arts Museums of San Francisco, Los Angeles County Museum of Art, Metropolitan Museum of Art, National Gallery of Art, Musée d'Orsay, Philadelphia Museum of Art, Museum of Fine Arts Boston, The Phillips Collection, University of Pennsylvania, Smithsonian American Art Museum, Yale University Art Gallery, Corcoran Gallery of Art, Indianapolis Museum of Art, Amon Carter Museum of American Art, National Academy of Design, Addison Gallery of American Art, The Hyde Collection, Virginia Museum of Fine Arts, Honolulu Museum of Art, Brooklyn Museum, Pennsylvania Academy of the Fine Arts, National Portrait Gallery, Cleveland Museum of Art, Museum of Fine Arts, Houston, Worcester Art Museum, Carnegie Museum of Art, Hirshhorn Museum and Sculpture Garden, The Nelson-Atkins Museum of Art, Taubman Museum of Art, Sculptures in the National Gallery of Art, Minneapolis Institute of Art, Cincinnati Art Museum, Currier Museum of Art, Princeton University Art Museum, Gilcrease Museum, drawings in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/d6433f27fcd0c39317baf8a78f5d6edf, http://www.wikidata.org/.well-known/genid/f64d24f04229d9eb24b8d7b11518cbd3, http://www.wikidata.org/.well-known/genid/41a68038b3bfae452e95e1fc085dd8f1, http://www.wikidata.org/.well-known/genid/9445097dfca20076ead3aee5db0c3f1c, Rhode Island School of Design, Dallas Museum of Art, Toledo Museum of Art, White House, Bowdoin College Museum of Art, Wichita Art Museum, Detroit Institute of Arts, Denver Art Museum"
Q214971,Alfons Mumm von Schwarzenstein,,,
Q214994,Rudolf Amandus Philippi,,,
Q215162,Ludwig Hirschfeld-Mack,"canvas, oil paint",,"National Gallery of Australia, Busch–Reisinger Museum, National Gallery of Victoria, Art Gallery of South Australia, Art Gallery of New South Wales, Harvard Art Museums"
Q215618,Grete Stern,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q215623,Vilém Flusser,,,
Q215842,Franz Wilhelm Junghuhn,,,
Q215938,Alberto Korda,,,
Q216070,Arnold Genthe,,,Library of Congress Prints and Photographs Division
Q216076,Alfred Noack,,,
Q216093,Jacob Hilsdorf,,,
Q216229,John Gutmann,"canvas, oil paint, gelatin silver print",American realism,"Fine Arts Museums of San Francisco, National Gallery of Art, Photographs in the National Gallery of Art, San Francisco Museum of Modern Art"
Q216384,Fritz Behrendt,,,
Q216474,Albrecht Meydenbauer,,,
Q216570,T. Lux Feininger,"canvas, oil paint, gelatin silver print",,"Busch–Reisinger Museum, Museum of Modern Art, National Gallery of Art, Photographs in the National Gallery of Art, Fogg Museum, Harvard Art Museums"
Q216582,Filippo Tommaso Marinetti,,futurism,Institut Valencià d'Art Modern
Q216647,Timur Kacharava,,,
Q216742,Jens Fink-Jensen,,,
Q216814,Hippolyte Fizeau,,,Metropolitan Museum of Art
Q216873,Pierre Puvis de Chavannes,"panel, sanguine, paper, canvas, oil paint, wood, wove paper, black chalk, pastel, graphite","Symbolism, academic art","Musée des beaux-arts de Marseille, Clark Art Institute, Spencer Museum of Art, Norton Simon Museum, Princeton University Art Museum, Shimane Art Museum, Musée Lambinet, Barber Institute of Fine Arts, Musée des Beaux-Arts de la ville de Paris, Art Gallery of Hamilton, Prints in the National Gallery of Art, Raclin Murphy Museum of Art, Vanderbilt Museum of Art, http://www.wikidata.org/.well-known/genid/22fb32befd1b87bee461e373289153a4, Q23498475, Q88645893, Museum of Fine Arts of Lyon, Hill-Stead Museum, Toledo Museum of Art, Chrysler Museum of Art, National Gallery of Art, collection Pierre Rosenberg, Musée d'Orsay, Van Gogh Museum, Nationalmuseum, Clemens Sels Museum Neuss, Musée de Picardie, Musée des Beaux-Arts d'Angers, Museum of Fine Arts of Reims, University of Iowa Stanley Museum of Art, Queensland Art Gallery & Gallery of Modern Art, Art Gallery of Ontario, Palais des Beaux-Arts de Lille, Uffizi Gallery, musée du Grand Siècle, Mildred Lane Kemper Art Museum, Victoria and Albert Museum, National Gallery Prague, San Antonio Museum of Art, Centre national des arts plastiques, Berkeley Art Museum and Pacific Film Archive, Musée Paul-Dini, Joey and Toby Tanenbaum Collection, Wallraf–Richartz Museum, Fogg Museum, Harvard Art Museums, Art Institute of Chicago, Museum of Fine Arts of Nancy, Kröller-Müller Museum, National Gallery of Victoria"
Q217160,Kenny Rogers,,,
Q217745,Carl Curman,,,Nationalmuseum
Q218207,Zoe Leonard,,,"Stedelijk Museum voor Actuele Kunst, Collectie Vlaamse Gemeenschap"
Q218307,Zofia Kulik,,,
Q218471,Wilson Bentley,gelatin silver paper,,Museum of Modern Art
Q218945,Zoltán Jókay,,,
Q219634,Claude Cahun,gelatin silver print,surrealism,"Institut Valencià d'Art Modern, Israel Museum, Nantes Museum of Arts"
Q219636,Marcel Malherbe,,surrealism,
Q219780,Hunter S. Thompson,,,
Q220074,Joseph Keiley,platinum print,,"Metropolitan Museum of Art, National Gallery of Art, National Portrait Gallery, Photographs in the National Gallery of Art"
Q220584,Michael Madsen,,,
Q221732,Paul McCarthy,"plastic canvas, bronze","contemporary art, abject art","Museum of Modern Art, National Museum of Modern Art, Museum Boijmans Van Beuningen, International Sculpture Collection"
Q222552,Nelly's,,,
Q222651,Jelena Jensen,,,
Q223584,Lajos Lengyel,,,
Q223725,Francesco Hayez,"panel, canvas, oil paint, masonite","Orientalism, Romanticism, Troubadour style","Collections of Palazzo Mazzetti, Doge's Palace, Royal Palace of Turin, Museum of Modern and Contemporary Art of Trento and Rovereto, Masnago Castle, Pinacoteca di Brera, Palazzo Mazzetti, Pinacoteca civica, MAG Museo Alto Garda, Bologna City Art Collections, Gallerie d'Italia - Milano, Galleria Nazionale d'Arte Moderna e Contemporanea di Roma, http://www.wikidata.org/.well-known/genid/e28a6cb0e616c472ec964113c7b3aa30, http://www.wikidata.org/.well-known/genid/9120a0935e4d4856646921b722bd80e5, http://www.wikidata.org/.well-known/genid/b93c1b34eb488ca27c2de8766f784f12, http://www.wikidata.org/.well-known/genid/343d6c5840389bf05b6344231eae2afc, http://www.wikidata.org/.well-known/genid/491e11c3b614c95f7895ace3f6595b27, http://www.wikidata.org/.well-known/genid/fbbd8054b3c87c20ee835dd498301d85, http://www.wikidata.org/.well-known/genid/d3ae1883e33a4a8dcf4fb85ffbb84392, http://www.wikidata.org/.well-known/genid/f4eb4a47bf8b37e95bab6cc7343d3d9e, http://www.wikidata.org/.well-known/genid/1e75ff8df81d9a01653889bf4b13af99, http://www.wikidata.org/.well-known/genid/18d5fd216fabf5b286eed985046939dd, http://www.wikidata.org/.well-known/genid/37d2a52768fb9deba4ac7ebc36f1dd6b, http://www.wikidata.org/.well-known/genid/e444b722311a8b069d22af886f87c0b1, http://www.wikidata.org/.well-known/genid/57f77bbdd18e7ba790754378d569ec3c, http://www.wikidata.org/.well-known/genid/61ce58ceb8f5cb110abe2e84db7e2cd6, http://www.wikidata.org/.well-known/genid/0249316ca8bd1df88343503fe9af06e4, http://www.wikidata.org/.well-known/genid/ef5f432a3665f5ef11373a7d41fa3dbd, http://www.wikidata.org/.well-known/genid/5457b1dd3aacfb1831b8f43dddb81f19, http://www.wikidata.org/.well-known/genid/b56c4ee4ce20083bd404f9c86b0431cb, Villa Carlotta, Museum of John Paul II Collection, Pavia City Museums, Musei Civici di Monza, National Gallery, Alte Nationalgalerie, Walters Art Museum, Accademia di San Luca, Gallerie dell'Accademia, Department of Paintings of the Louvre, Turin Civic Gallery of Modern and Contemporary Art, Galleria d'Arte Moderna Palazzo Forti, Museo di Capodimonte, Museo Nazionale di San Martino, Galleria d'arte moderna, Uffizi Gallery, Brera Academy, Museo Diocesano in Milan, Tosio Martinengo Gallery, Galleria d'arte moderna di Milano"
Q225283,Annie Leibovitz,,,Metropolitan Museum of Art
Q228899,Linda McCartney,,,
Q229272,Ernst Ludwig Kirchner,"cardboard, lithograph, paper, ink, pastel, charcoal, canvas, oil paint, woodcut print, watercolor paint, paint, pen, paintbrush, wood, India ink, wove paper, graphite, tusche, pencil, black chalk, wool, tempera, pine, top color, gouache paint","Die Brücke, expressionism, German Expressionism, Expressionism, polychromy","Prints in the National Gallery of Art, National Gallery of Art, Galerie Neue Meister, Busch–Reisinger Museum, Germanisches Nationalmuseum, Vanderbilt Museum of Art, http://www.wikidata.org/.well-known/genid/4f927306efca29f28248943183dab28c, Metropolitan Museum of Art, Abteiberg Museum, ""degenerate art"" collection, Städel Museum, Staatliche Kunsthalle Karlsruhe, Buffalo AKG Art Museum, Seattle Art Museum, Museum Ludwig, Saint Louis Art Museum, Harvard Art Museums, Museum Folkwang, Museum Wiesbaden, Staatsgalerie Stuttgart, Moritzburg Art Museum, Kunstsammlungen der Stadt Düsseldorf, Buchheim Museum of Imagination, Q1792617, Kunsthalle Mannheim, Kirchner Museum Davos, Alte Nationalgalerie, National Museum in Szczecin, Kunsthalle Bremen, Brücke Museum, Hamburger Kunsthalle, Art Gallery of New South Wales, Gemäldegalerie Alte Meister, Neue Nationalgalerie, Jenaer Kunstverein, Niedersächsisches Landesmuseum für Kunst und Kulturgeschichte, Museum Kunstpalast, Saarland Museum, Kunstmuseum Basel, Kunst Museum Winterthur | Reinhart am Stadtgarten, Museum Gunzenhauser, Norton Simon Museum, Virginia Museum of Fine Arts, Silesian Museum of Fine Arts, Hessian State Museum Darmstadt, Q2217335, http://www.wikidata.org/.well-known/genid/9fd0781b09d0475c90d4865941092927, http://www.wikidata.org/.well-known/genid/66de80548b13e76a4662a8986c4a061f, http://www.wikidata.org/.well-known/genid/d6aa3b76df39971850b395625a968f0e, http://www.wikidata.org/.well-known/genid/8736401dccd4516975b449d92a982203"
Q229397,Helena Christensen,,,
Q229455,Cindy Sherman,"photograph, color printing, chromogenic print, paint","feminist art, abject art","collection of the Musée d’art contemporain de Montréal, Metropolitan Museum of Art, Museum of Modern Art, Institut Valencià d'Art Modern, Israel Museum, Collectie Vlaamse Gemeenschap, San Francisco Museum of Modern Art"
Q229990,Agnès Varda,,"feminist art, French New Wave",Museum of Modern Art
Q230120,Julia Margaret Cameron,"Morocco leather, glass plate negative, photographic paper, cardboard, wet collodion negative, albumen print, photogravure print, wove paper","Pre Raphaelite women artists, pictorialism","Metropolitan Museum of Art, Museum of Modern Art, Welsh Portrait Collection, National Gallery of Art, J. Paul Getty Museum, Cleveland Museum of Art, Photographs in the National Gallery of Art, National Library of Wales, Bodleian Library, Städel Museum, Victoria and Albert Museum, Yale Center for British Art"
Q230673,Dorothea Lange,gelatin silver print,social realism,"Art Institute of Chicago, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Franklin D. Roosevelt Presidential Library and Museum, Cleveland Museum of Art, Photographs in the National Gallery of Art, Oakland Museum of California, San Francisco Museum of Modern Art"
Q230911,Janice Dickinson,,,
Q231121,Yayoi Kusama,"canvas, oil paint, mixed media, reinforced concrete, fibre-reinforced plastic","abstract art, feminist art, contemporary art, pop art","Art Institute of Chicago, Princeton University Art Museum, Los Angeles County Museum of Art, MTA Arts & Design Permanent Art Collection, Museum of Modern Art, Museum Boijmans Van Beuningen, National Gallery of Art, Museum of Fine Arts Boston, Whitney Museum of American Art, Centraal Museum, Centre national des arts plastiques, Sculptures in the National Gallery of Art, Minneapolis Institute of Art"
Q231360,Gertrude Bell,,,
Q231374,Shane Gould,,,
Q231861,Berenice Abbott,gelatin silver print,straight photography,"Metropolitan Museum of Art, National Gallery of Art, The Phillips Collection, Photographs in the National Gallery of Art"
Q234074,Pattie Boyd,,,
Q234109,Barbara Hepworth,"textile, gouache paint, pencil, paper, bronze, canvas, oil paint, fiberboard",Catalan modernism,"Glynn Vivian Art Gallery, Kröller-Müller Museum, Stedelijk Museum voor Actuele Kunst, Middelheim Museum, Birmingham Museums Trust, Rugby Art Gallery and Museum, Arts Council Collection, Southbank Centre, Bristol City Museum & Art Gallery, Metropolitan Museum of Art, Tate, Museum Boijmans Van Beuningen, University of Birmingham, National Gallery of Art, National Portrait Gallery, Whitworth Art Gallery, Lynden Sculpture Garden, Kettle's Yard, Hunterian Museum, Detroit Institute of Arts, National Trust, Museum of New Zealand Te Papa Tongarewa, Buffalo AKG Art Museum, York Art Gallery, Knecht-Drenth Collection, Yale University Art Gallery, Bolton Museum, Government Art Collection, Leeds Art Gallery, Pier Arts Centre, Indianapolis Museum of Art, Hepworth Wakefield, Manchester Art Gallery, Sculptures in the National Gallery of Art, University of York Art Collection, Yale Center for British Art"
Q234279,Nan Goldin,gelatin silver print,Five of Boston,"Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Photographs in the National Gallery of Art, Wallonia-Brussels Federation Museum of Contemporary Arts, San Francisco Museum of Modern Art"
Q234608,Diane Arbus,gelatin silver print,,"Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q235066,Laurie Anderson,,feminist art,Museum of Modern Art
Q235186,"Elisabeth of Bavaria, Queen of the Belgians",,,Middelheim Museum
Q236161,Dora Maar,"canvas, oil paint, gelatin silver print",surrealism,"Metropolitan Museum of Art, National Museum of Modern Art, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art, Israel Museum"
Q236978,"Wilhelmine of Prussia, Queen of the Netherlands",,,
Q237268,Paul Cox,,,
Q237973,Daria Werbowy,,,
Q238124,Lois Lowry,,,
Q238364,Margaret Bourke-White,"canvas, oil paint, gelatin silver paper, gelatin silver print",Q3454438,"collection of the Musée d’art contemporain de Montréal, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art"
Q238374,Eve Arnold,,,Metropolitan Museum of Art
Q238487,Maria Pia of Savoy,,,
Q238616,Joris Ivens,,,
Q238678,Imogen Cunningham,gelatin silver print,straight photography,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q238881,Péter Forgács,,,Museum of Modern Art
Q239394,Édouard Vuillard,"glue tempera painting, gouache paint, plywood, cardboard, paper, pastel, wood, canvas, tempera, oil paint, watercolor paint, distemper, lead mine, panel, paperboard, millboard, ink, cradled panel, etching print, charcoal, hardboard, lithography, laid paper, wove paper, tile, pulpboard, paintbrush, India ink, graphite, composition board","Japonisme, Les Nabis, post-impressionism","Art Institute of Chicago, Musée d'art moderne de Paris, Prints in the National Gallery of Art, drawings in the National Gallery of Art, Metropolitan Museum of Art, National Museum of Modern Art, National Gallery of Art, Musée d'Orsay, Rosenwald Collection, Detroit Institute of Arts, Städel Museum, Foundation E.G. Bührle Collection, Cleveland Museum of Art, Fitzwilliam Museum, The Nelson-Atkins Museum of Art, Kunsthaus Zürich, Ailsa Mellon Bruce Collection, Musée d'Allard, Solomon R. Guggenheim Museum, Musée des Beaux-Arts de Caen, Rennes Museum of Fine Arts, Brooklyn Museum, Dallas Museum of Art, Museum of Modern Art, Musée des Augustins, Van Gogh Museum, Nationalmuseum, Palais des Beaux-Arts de Lille, National Galleries Scotland, Indianapolis Museum of Art, Nantes Museum of Arts, Annonciade Museum, Kunstmuseum Basel, Ny Carlsberg Glyptotek, MASI Lugano, Virginia Museum of Fine Arts, Staatsgalerie Stuttgart, Fondation Bemberg, Collection Rau for UNICEF, Syracuse University Art Museum, Aberdeen Archives, Gallery and Museums, Museum collection Am Römerholz, Bristol City Museum & Art Gallery, Ashmolean Museum, Villa Flora, National Gallery, Eskenazi Museum of Art, Smith College Museum of Art, Dublin City Gallery The Hugh Lane, Buffalo AKG Art Museum"
Q239823,Chantal Akerman,,,
Q240633,James Nasmyth,"panel, canvas, oil paint",,"Aberdeen Archives, Gallery and Museums, Science Museum, Royal Scottish Academy, National Trust, Stanley & Audrey Burton Gallery, Salford Museum and Art Gallery, Wellcome Collection"
Q240763,Heinrich Brocksieper,,,
Q241185,Tracey Emin,"canvas, oil paint, acrylic paint",Young British Artists,"http://www.wikidata.org/.well-known/genid/dd980e2ceb0ca93847dfd3aa64de78be, Tate, Royal Academy of Arts, Royal College of Art"
Q241609,Tipper Gore,,,
Q241754,André Kertész,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q241977,Imi Knoebel,"nettle cloth, hardboard, wood, canvas, oil paint, acrylic paint",minimalism,"Hamburger Bahnhof, National Museum of Modern Art, Museum Boijmans Van Beuningen, Bavarian State Painting Collections, Strasbourg Museum of Modern and Contemporary Art, Städel Museum, Staatliche Kunsthalle Karlsruhe, Rijksmuseum Twenthe, Kunstmuseum Den Haag, Yale University Art Gallery, Van Abbemuseum, Museum Ludwig, Wallraf–Richartz Museum, San Francisco Museum of Modern Art"
Q242308,Francesca Woodman,gelatin silver print,feminist art,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q242546,Dora Carrington,"panel, canvas, oil paint",Bloomsbury Group,"Portsmouth Museums and Visitor Services, Tate, National Portrait Gallery, Courtauld Gallery, National Galleries Scotland, UCL Art Museum"
Q242849,Helen Levitt,"chromogenic print, gelatin silver print",,"Metropolitan Museum of Art, National Gallery of Art, Cleveland Museum of Art, Photographs in the National Gallery of Art"
Q243075,Margaret Lindsay Huggins,,,
Q243830,Zwelethu Mthethwa,,,
Q246026,"Patrick Anson, 5th Earl of Lichfield",,,
Q246549,Frédéric Martens,,,
Q247526,Zélia Gattai,,,
Q248070,Douglas Huebler,,,"Stedelijk Museum voor Actuele Kunst, Society for the Museum of Contemporary Art, Whitney Museum of American Art"
Q248820,Ustaz Azhar Idrus,,,
Q248936,Lucien Hervé,,,"Museum of Fine Arts, Budapest, Hungarian National Gallery"
Q249337,Émile Hamonic,"canvas, oil paint",,Musée d'art et d'histoire de Saint-Brieuc
Q249985,Jan van Munster,"fluorescent lamp, stainless steel, steel, neon lighting, concrete, granite",,"Kröller-Müller Museum, BKOR, Museum Boijmans Van Beuningen, M HKA - Museum van Hedendaagse Kunst Antwerpen, Cultural Heritage Agency of the Netherlands Art Collection, Collectie Vlaamse Gemeenschap, Dordrechts Museum"
Q250578,Panama–Pacific International Exposition,,,
Q250725,Bob Lilly,,,
Q252745,Gustav Ginzel,,,
Q252937,Marion Strecker,,,
Q253183,Shenae Grimes,,,
Q254510,Melissa Auf der Maur,,,
Q254562,David Fonseca,,,
Q254663,Hannah Wilke,,"feminist art, conceptual art","Vanderbilt Museum of Art, Metropolitan Museum of Art, Yale University Art Gallery"
Q255294,Vanessa Bell,"canvas, oil paint, panel, cardboard, paper",Bloomsbury Group,"Sheffield Galleries and Museums Trust, Royal West of England Academy, Towner Eastbourne, Aberdeen Archives, Gallery and Museums, Cartwright Hall Art Gallery, The Tullie, Bristol City Museum & Art Gallery, Metropolitan Museum of Art, The Wilson, National Museum Cardiff, Williamson Art Gallery and Museum, Stanley & Audrey Burton Gallery, Government Art Collection, Leeds Art Gallery, Salford Museum and Art Gallery, Manchester Art Gallery, Birkbeck, University of London, Charleston Farmhouse, Touchstones Rochdale, The Atkinson, Arts Council Collection, Southbank Centre, Kirklees Museums and Galleries, Museum & Art Swindon, University of Nottingham, Ashmolean Museum, Tate, National Gallery, Art Gallery of South Australia, National Portrait Gallery, Brighton Museum & Art Gallery, Courtauld Gallery, National Trust, Edinburgh College of Art, Southampton City Art Gallery, National Gallery of Canada, Ulster Museum, Bolton Museum, Leicester Museum & Art Gallery, Usher Gallery, Fitzwilliam Museum, Victoria and Albert Museum, Royal Pump Rooms, Yale Center for British Art, Pallant House Gallery, Rye Art Gallery"
Q255347,Alexine Tinne,,,
Q256434,Sally Mann,"chromogenic print, platinum print, gelatin silver print, Silver-dye bleach prints",contemporary art,"Vanderbilt Museum of Art, Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art"
Q256666,Sean Stone,,,
Q257420,Carolyn Porco,,,
Q258289,Alberto Maria De Agostini,,,
Q258385,Roberta Bondar,,,
Q258630,Sophie Calle,gelatin silver print,,"Metropolitan Museum of Art, National Gallery of Art, Photographs in the National Gallery of Art, Israel Museum, De Pont"
Q258704,Lajos Vajda,"paper, oil paint, watercolor paint",avant-garde,"http://www.wikidata.org/.well-known/genid/f1eabc222c3edaa775ad282cb3fdef48, Ferenczy Museum, Hungarian National Gallery"
Q258726,Theodore Roszak,"steel, iron, aluminum, concrete, plaster, wood, canvas, petroleum, oil paint, brass, plastic, poly(methyl methacrylate), paint, masonite",abstract expressionism,"Crystal Bridges Museum of American Art, Prints in the National Gallery of Art, Metropolitan Museum of Art, National Gallery of Art, Whitney Museum of American Art, Cleveland Museum of Art, Smithsonian American Art Museum, Indianapolis Museum of Art"
Q258980,Alexandra Hedison,,,
Q259096,Anchee Min,,,
Q259364,Eudora Welty,,,
Q260414,Rosa Liksom,,,Finnish National Gallery
Q260658,Toni Frissell,,,
Q261990,Lydia Lunch,,"No Wave Cinema, Cinema of Transgression",
Q262117,H. S. Wong,,,
Q262284,Barbara Kruger,wove paper,"feminist art, contemporary art, conceptual art","Prints in the National Gallery of Art, Vanderbilt Museum of Art, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Collectie Vlaamse Gemeenschap"
Q262354,Taraneh Javanbakht,,,
Q262413,Shirin Neshat,chromogenic print,contemporary art,"Vanderbilt Museum of Art, Metropolitan Museum of Art, Museum of Modern Art, Cleveland Museum of Art, San Francisco Museum of Modern Art"
Q262660,Kevin Carter,,,
Q263122,Paul-Armand Gette,,,VIAPAC
Q263148,Robert J. Flaherty,,,Museum of Modern Art
Q263309,Floria Sigismondi,,,
