id,name,mediums,styles,galleries_exhibits
Q504,Émile Zola,,"freethought, naturalism",
Q557,Patti Smith,,,Gábor Klaniczay's private collection
Q558,Hedi Slimane,,,
Q640,Harald Krichel,,,
Q1470,M. C. Escher,"pen, paintbrush, paper, ink, India ink, laid paper, wove paper, graphite",modern art,"Prints in the National Gallery of Art, National Gallery of Art, Rosenwald Collection, Art Institute of Chicago, Stedelijk Museum voor Actuele Kunst, drawings in the National Gallery of Art, Escher Museum, Van Abbemuseum, Israel Museum, Sculptures in the National Gallery of Art, Musea Brugge, Museum of Fine Arts Boston, National Gallery of Canada"
Q2001,Stanley Kubrick,,,
Q2071,David Lynch,,surrealism,
Q2709,Sasha Grey,,,
Q4724,Le Corbusier,"metal, panel, concrete, plaster, wood, canvas, wool, oil paint, reinforced concrete, wove paper","purism, modern architecture, brutalist architecture","Art Institute of Chicago, Museum of Fine Arts, Budapest, drawings in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/e6ca3253dc449582e45b5b90ec76348b, Metropolitan Museum of Art, Museum of Modern Art, Tate, National Gallery, National Gallery of Art, Musée des beaux-arts de Liège, Strasbourg Museum of Modern and Contemporary Art, Mobilier National Collection, Hungarian National Gallery, Museo Nacional Centro de Arte Reina Sofía, Finnish National Gallery, Kunsthaus Zürich"
Q5577,Salvador Dalí,"wash technique, gouache paint, plywood, panel, paperboard, cardboard, collage, paper, bronze, canvas, tempera, oil paint, India ink, pastel, collaging, plaster, wood, newsprint, papier-mâché, mixed media, graphite, pen, pencil, ink, gelatin silver print, watercolor paint, distemper, wove paper, gypsum, varnish","Dada, classicism, Cubism, realism, impressionism, surrealism","http://www.wikidata.org/.well-known/genid/1a674a36df7c5eeac42d9d9421764a0e, National Museum of Modern Art, Tate, Museum Boijmans Van Beuningen, M.T. Abraham Center for the Visual Arts, Museum of Montserrat, Museo Nacional Centro de Arte Reina Sofía, Cleveland Museum of Art, Salvador Dalí Museum, National Gallery of Canada, Yale University Art Gallery, National Galleries Scotland, Kunstmuseum Bern, Carnegie Museum of Art, Gala-Salvador Dalí Foundation, http://www.wikidata.org/.well-known/genid/b424b45b23658c14847e50e6ef1cca3c, http://www.wikidata.org/.well-known/genid/7d9592bb7d847045f1225386b92b53f2, http://www.wikidata.org/.well-known/genid/45770998634102f55bc0f06a7e654311, http://www.wikidata.org/.well-known/genid/5c8cbb964aec6dfbd5cd7d3ce76c1b77, http://www.wikidata.org/.well-known/genid/a2214371ac71c482a7ca8325acdb06f2, http://www.wikidata.org/.well-known/genid/d778675ebf0fae468405911207c3b25a, http://www.wikidata.org/.well-known/genid/5d8dc0dfd735853001e454b6b9bada0a, http://www.wikidata.org/.well-known/genid/b64dc79e218b9ed60ce9e6e36743dbf1, http://www.wikidata.org/.well-known/genid/f45245f894e3e5567fef77961f016c26, http://www.wikidata.org/.well-known/genid/97614495bf187d3da0a659bf068f5011, http://www.wikidata.org/.well-known/genid/8e17c3b817d8597434e8d67b6a809b4c, http://www.wikidata.org/.well-known/genid/12912fe07b3c1d3559aa92dd8357544e, http://www.wikidata.org/.well-known/genid/d31b829829e14a2dd454a220de4fb994, http://www.wikidata.org/.well-known/genid/dabde675a0efe3c5a82718136a687a87, http://www.wikidata.org/.well-known/genid/e19bb4344f30ef4f8beb592a37ac3c85, http://www.wikidata.org/.well-known/genid/12d73351afbab0ab518d9851fe2e12e7, http://www.wikidata.org/.well-known/genid/5de60b688feb734a86e794f05404e514, http://www.wikidata.org/.well-known/genid/1937224164e19777542431f8614c20b1, http://www.wikidata.org/.well-known/genid/616f1174788d502f5480add2ed7801aa, http://www.wikidata.org/.well-known/genid/6f22db090ef0e979254de784f769ab77, http://www.wikidata.org/.well-known/genid/24a72740004947cee841e6a39c399573, Museo de Arte Contemporáneo, Dalí Theatre and Museum, Museum Folkwang, Masaveu collection, Solomon R. Guggenheim Museum, Morohashi Museum of Modern Art, Prints in the National Gallery of Art, drawings in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/b8a39c0d4b96b673e5352531088c1322, http://www.wikidata.org/.well-known/genid/369e7d3afc7de6100f2024d482f1263a, http://www.wikidata.org/.well-known/genid/712d4b65f0054265dc3400fdcf730e8c, http://www.wikidata.org/.well-known/genid/373d83870c8248d091fcd018f839ace5, http://www.wikidata.org/.well-known/genid/7cc471bd989525f0ca98909358826890, http://www.wikidata.org/.well-known/genid/84a8145cde3216c55091ccde416bc43c"
Q5593,Pablo Picasso,"canvas, oil paint, gouache paint, plywood, panel, pencil, cloth, ceramic, drawing board, cardboard, paper, pastel, charcoal, India ink, printing ink, graphite, bronze, chair, lollipop, chalk, sand, vitreous enamel, wax crayon, paint, watercolor paint, sanguine, fibre cement, concrete, fountain pen, window pane","Proto-Cubism, Cezannian cubism, analytical cubism, Cubism, Art Nouveau, surrealism, synthetic cubism, modern art, abstract art, neoclassicism, Picasso's Rose Period, modernism, School of Paris, primitivism, Picasso's Blue Period, post-impressionism","Kunstmuseum Basel, Art Institute of Chicago, Musée Picasso, Musée d'art moderne de Paris, Thyssen-Bornemisza Museum, Solomon R. Guggenheim Museum, Gothenburg Museum of Art, Jean Walter-Paul Guillaume Collection, Musée d'Art moderne de Céret, http://www.wikidata.org/.well-known/genid/774863fd4402f7a60fc3c59958528809, http://www.wikidata.org/.well-known/genid/661e297dec9f0026f8181b63a0c3b440, http://www.wikidata.org/.well-known/genid/30dd92e8dd16c3548ef92c6e021d6b87, http://www.wikidata.org/.well-known/genid/401b399484778fabd2ffbcff6992ac67, http://www.wikidata.org/.well-known/genid/771fdbe151be8e842d4610a2bc2fe593, http://www.wikidata.org/.well-known/genid/a78363286624dbda9f8c677f84bd9dd9, http://www.wikidata.org/.well-known/genid/5234740d93b9a370cb0df82de9a3272c, http://www.wikidata.org/.well-known/genid/4275da17e2fe4274e76149ae2a6021aa, http://www.wikidata.org/.well-known/genid/9f0fe9014b4242fa2eaded3e2858eeee, http://www.wikidata.org/.well-known/genid/3dbd649eafb38eda454f195735197a93, http://www.wikidata.org/.well-known/genid/1b42f61272cb7327faf91a066ce853e0, http://www.wikidata.org/.well-known/genid/99e5c361f01af8d9c41af6e7135e15e0, http://www.wikidata.org/.well-known/genid/55e6f6168bfa45643785cfcd09e1b46b, http://www.wikidata.org/.well-known/genid/cd8e25b40b82cfa9a59c43121bdc8360, http://www.wikidata.org/.well-known/genid/ccd1632485910ce73b09b73e2ce470ea, http://www.wikidata.org/.well-known/genid/f62442a3feeae857c42b86847dc40609, http://www.wikidata.org/.well-known/genid/50ad6d9fb0cd9708d3f820fb9eed2b5b, http://www.wikidata.org/.well-known/genid/2769e44f6a138e5dcd19b23f4063c8cf, http://www.wikidata.org/.well-known/genid/72554205347747dc6eb3c554ea24acc1, Hermitage Museum, Metropolitan Museum of Art, Tate Modern, Museum of Modern Art, National Museum of Modern Art, Tate, Albertina, National Gallery, National Gallery of Art, Musée des beaux-arts de Liège, Bavarian State Painting Collections, Stedelijk Museum Amsterdam, Detroit Institute of Arts, ""degenerate art"" collection, Pushkin Museum of Fine Arts, Museo Nacional Centro de Arte Reina Sofía, Hamburger Kunsthalle, Würth Collection, Cleveland Museum of Art, Museu Picasso, Van Abbemuseum, Kunstmuseum Bern"
Q5603,Andy Warhol,"pencil, cloth, cotton, screen print, paper, canvas, casein paint, aerosol paint, milk fibre, acrylic paint, wove paper, Letraset, polymer, panel, ink, wood, sandpaper, linen, screen printing, printing ink, tantalum nitride, paintbrush, cardboard, wallpaper, silver paint, oil paint, gelatin silver print, India ink, watercolor paint, ceramic","modern art, pop art","Art Institute of Chicago, National Gallery of Art, Bavarian State Painting Collections, Photographs in the National Gallery of Art, Sculptures in the National Gallery of Art, Midwest Museum of American Art, http://www.wikidata.org/.well-known/genid/506a014c78d5b488ea2d086004f06d21, Museum of Modern Art, Tate, Museum Boijmans Van Beuningen, Stedelijk Museum Amsterdam, National Portrait Gallery, Museo Nacional Centro de Arte Reina Sofía, Museum of Fine Arts, Houston, National Galleries Scotland, Carnegie Museum of Art, Solomon R. Guggenheim Museum, Dia Art Foundation, National Gallery of Victoria, Stedelijk Museum voor Actuele Kunst, Los Angeles County Museum of Art, Society for the Museum of Contemporary Art, http://www.wikidata.org/.well-known/genid/815f19dff51e0ebd50622b98dff143a7, http://www.wikidata.org/.well-known/genid/0c8dc025eaee0707b697bd3002499b79, http://www.wikidata.org/.well-known/genid/1f3b723bb3eb6be6e9eae0a11634dd37, http://www.wikidata.org/.well-known/genid/4f3517bab26c3accb22faea8c27902ca, Mercedes-Benz, Metropolitan Museum of Art, Andy Warhol Museum, Birmingham Museum of Art, National Museum of Modern Art, Museum of Contemporary Art, Chicago, Gagosian Gallery, Museum of Fine Arts Boston, Whitney Museum of American Art, Tehran Museum of Contemporary Art, Buffalo AKG Art Museum, Smithsonian American Art Museum, Mu.ZEE - Kunstmuseum aan Zee, Museum Ludwig, Corcoran Gallery of Art, Wallraf–Richartz Museum, San Francisco Museum of Modern Art, National Gallery of Australia, National Museum of Art, Architecture and Design, Andy Warhol Museum of Modern Art, Cleveland Museum of Art, Yale University Art Gallery, Media Arts in the National Gallery of Art, Cincinnati Art Museum"
Q5912,Marcel Duchamp,"cuttlebone, bicycle wheel, panel, pencil, steel, iron, cotton, cardboard, glass, bicycle, paper, ink, aquatint, marble, stool, bicycle fork, color printing, wood, gypsum, porcelain, canvas, oil paint, gelatin silver print, etching technique, mercury-in-glass thermometer, birdcage, paint, mixed media, yarn, metal","Dada, Cubism, conceptual art, surrealism","Art Institute of Chicago, National Gallery of Australia, Solomon R. Guggenheim Museum, http://www.wikidata.org/.well-known/genid/94ea5c6f8bfa47c88a8dc57f1bef19f7, Metropolitan Museum of Art, Tate Modern, John and Mable Ringling Museum of Art, Museum of Modern Art, National Museum of Modern Art, Tate, David Bowie's art collection, Museum Boijmans Van Beuningen, Philadelphia Museum of Art, Eskenazi Museum of Art, Buffalo AKG Art Museum, National Gallery of Canada, Israel Museum, Museum Ludwig, San Francisco Museum of Modern Art, Moderna Museet, Arturo Schwarz, National Gallery of Art, Institut Valencià d'Art Modern, Yale University Art Gallery, Mu.ZEE - Kunstmuseum aan Zee, Sculptures in the National Gallery of Art"
Q6538,Günter Grass,bronze,scouting,
Q6711,Allen Ginsberg,gelatin silver print,"Beat Generation, confessional poetry","National Gallery of Art, Photographs in the National Gallery of Art, Society for Queer Memory Collections, Prints in the National Gallery of Art, Jindřich Chalupecký Collection at the Museum of Czech Literature"
Q7724,August Strindberg,"panel, cardboard, zinc, canvas, oil paint","Symbolism, naturalism","Thiel Gallery, http://www.wikidata.org/.well-known/genid/4e4fd3548966f2762b99de4b3e55328e, http://www.wikidata.org/.well-known/genid/d34ac821b7a8d64e8d78ec48e01b83cf, http://www.wikidata.org/.well-known/genid/dceb356df637d04230ec4b77d5c0997a, Musée d'Orsay, Statens Museum for Kunst, Nationalmuseum, Nordic Museum, Malmö Art Museum"
Q7828,Marge Simpson,,,
Q7836,René Magritte,"gouache paint, panel, pencil, cardboard, paper, bronze, canvas, oil paint, watercolor paint, patina, tempera, paintbrush, ink, India ink, brown ink, paint, ink wash painting, wove paper, graphite, papier collé, pen, colored pencil, zincography, gelatin silver print","Q111211015, Belgian surrealism, surrealism","Art Institute of Chicago, National Gallery of Australia, Museum of Fine Arts Ghent (MSK), Virginia Museum of Fine Arts, Mr. and Mrs. William Preston Harrison Collection, French Community of Belgium, Thyssen-Bornemisza Museum, Solomon R. Guggenheim Museum, National Gallery of Victoria, Royal Museum of Fine Arts Antwerp, Los Angeles County Museum of Art, http://www.wikidata.org/.well-known/genid/fe22d728f70965ebdfdaac04963a1c41, http://www.wikidata.org/.well-known/genid/73a81f23503a71e9ebdf395f1d56859d, http://www.wikidata.org/.well-known/genid/357734c9d48bd435d530ca6ed2fc563d, http://www.wikidata.org/.well-known/genid/b95a7d2f6498904acf894bce556e1fc7, http://www.wikidata.org/.well-known/genid/904e1de5e59c734e3111491215cc122a, http://www.wikidata.org/.well-known/genid/faa8f0b781ce89ca94c92cb33b3510cc, http://www.wikidata.org/.well-known/genid/f010b30ac00978f13fdb3661ed2e5480, http://www.wikidata.org/.well-known/genid/9d98d6dbff5200d03d574e6a9b62626c, http://www.wikidata.org/.well-known/genid/3aab4da018da42ffe09a29030a5c1c6c, http://www.wikidata.org/.well-known/genid/3dbb19860705070b3c2badb519e6cfcf, http://www.wikidata.org/.well-known/genid/2fd2cc9608004bdd88320ab60887e46b, http://www.wikidata.org/.well-known/genid/b6cdee744ed9bec969b7fa9b5f3dd8ce, Simon Spierer, Metropolitan Museum of Art, Dallas Museum of Art, Museum of Modern Art, National Museum of Modern Art, Tate, Museum Boijmans Van Beuningen, National Gallery of Art, Philadelphia Museum of Art, Bavarian State Painting Collections, National Museum Cardiff, Royal Museums of Fine Arts of Belgium, Museo Nacional Centro de Arte Reina Sofía, Groeningemuseum, Norwich Castle, National Gallery of Canada, Smithsonian American Art Museum, Museum of Fine Arts, Houston, Yale University Art Gallery, Mu.ZEE - Kunstmuseum aan Zee, Museum of Ixelles, National Galleries Scotland, Israel Museum, Carnegie Museum of Art, Menil Collection, San Francisco Museum of Modern Art, Peggy Guggenheim Collection"
Q7934,Frank Herbert,,,
Q8003,Sergei Eisenstein,,,Museum of Modern Art
Q8351,Fred Sersen,,,
Q9095,James Clerk Maxwell,,,
Q12973,Leopold III of Belgium,,,
Q14045,Moby,,,
Q14278,John Frederick William Herschel,"wove paper, graphite",,Yale Center for British Art
Q16345,Leonard Nimoy,,,
Q16409,Tristan Tzara,,"Dada, surrealism",
Q18417,Édouard Belin,"ferroalloy, cardboard, glass, paper, brass, non-ferrous metal",,Conservatoire national des Arts et Métiers
Q20596,Georg Quedens,,,
Q23810,Alfred Nobel,,,
Q25186,Gus Van Sant,,,Museum of Modern Art
Q26274,Nina Mercedez,,,
Q29419,Augusto De Luca,,,
Q30755,Auguste Rodin,"cast iron, terracotta, pencil, paper, marble, stone, plaster, Manufacture nationale de Sèvres, stoneware, gypsum, bronze, India ink, watercolor paint, gold, ink, charcoal, quill, silver, clay, patina, lithography, graphite, sandstone, wove paper","modern art, neoclassicism, Symbolism, Belle Époque, Art Nouveau, impressionism, Modern sculpture","Museum of Fine Arts of Nancy, Calvet Museum, Museum of Grenoble, Museo Soumaya, Musée des Beaux-Arts de la ville de Paris, Royal Museum of Fine Arts Antwerp, Los Angeles County Museum of Art, Middelheim Museum, Museum of Fine Arts of Lyon, Metropolitan Museum of Art, National Museum in Warsaw, Brooklyn Museum, National Museum of Fine Arts, Museum Boijmans Van Beuningen, National Gallery of Art, Musée d'Orsay, National Museum of Western Art, Pushkin Museum of Fine Arts, Cleveland Museum of Art, Eindhoven, Musée Rodin, Israel Museum, Sculptures in the National Gallery of Art, Museu Nacional d'Art de Catalunya, National Gallery of Armenia, Norton Simon Museum, Museum of Fine Arts Ghent (MSK), National Gallery of Victoria, Ashmolean Museum, Musée des Beaux-Arts et d'Archéologie de Besançon, Rodin Museum, Museum of Modern Art, Musée des Augustins, Alte Nationalgalerie, La Piscine, sculptures from the gardens of the Louvre Museum, Ackland Art Museum, Smithsonian Institution, Mu.ZEE - Kunstmuseum aan Zee, Department of Sculptures of the Louvre, National Gallery Prague, Hirshhorn Museum and Sculpture Garden, International Sculpture Collection, Finnish National Gallery, Kröller-Müller Museum, Maison de Victor Hugo, Prints in the National Gallery of Art, Amgueddfa Cymru – Museum Wales, Vanderbilt Museum of Art, drawings in the National Gallery of Art"
Q31923,Bahman Ghobadi,,,
Q33477,Eugène Delacroix,"panel, fresco, paper, varnish, plaster, griffel, Reverse glass painting, canvas, oil paint, watercolor paint, wax, graphite, facsimile, Bristol board, cardboard, ink, wood, intonaco, pencil, highlight, sanguine, printing ink, gouache paint, cloth, pastel, laid paper, wove paper, top color, tempera, gum arabic","Orientalism, Romanticism, Troubadour style, academic art","Joslyn Art Museum, Prints in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/5efcd22d69265054db9f9bcef533185a, Isabella Stewart Gardner Museum, Kunsthalle Mannheim, Musées Nationaux Récupération, National Gallery of Art, Department of Paintings of the Louvre, Rosenwald Collection, Musée national Eugène-Delacroix, University of Michigan Museum of Art, Fogg Museum, Santa Barbara Museum of Art, Ny Carlsberg Glyptotek, National Museum of Fine Arts of Cuba, Department of Prints and Drawings of the Louvre, Virginia Museum of Fine Arts, Barber Institute of Fine Arts, private collection Hendrik Willem Mesdag, Mohamed Mahmoud Khalil Museum, Krannert Art Museum, Collection Rau for UNICEF, Degas Collection, Metropolitan Museum of Art, Toledo Museum of Art, Henry Art Gallery, The Wallace Collection, Tokyo Fuji Art Museum, National Gallery of Ireland, Smith College Museum of Art, Kimbell Art Museum, Buffalo AKG Art Museum, Palais des Beaux-Arts de Lille, The Mesdag Collection, Worcester Art Museum, Pola Museum of Art, Saint Louis Art Museum, Hiroshima Museum of Art, Portland Art Museum, Milwaukee Art Museum, National Museum of Fine Arts of Algiers, MuMa Museum of modern art André Malraux, Harvard Art Museums, Church of Saint-Sulpice, Museo Soumaya, Museum of Fine Arts Ghent (MSK), Musée des Beaux-Arts de la ville de Paris, Thyssen-Bornemisza Museum, Museum of Fine Arts, Budapest, Los Angeles County Museum of Art"
Q33567,Frederick Catherwood,"wash technique, watercolor paint, brown ink, wove paper, graphite",Romanticism,Yale Center for British Art
Q36981,Gustave Gillman,,,
Q37193,Robert Koch,,,
Q37448,Yaghma Golrouee,,,
Q38082,Lewis Carroll,"paper, albumen print",,"Aberdeen Archives, Gallery and Museums, Metropolitan Museum of Art, National Gallery of Art, Princeton University, National Galleries Scotland, Photographs in the National Gallery of Art, History of Science Museum"
Q39666,Penélope Cruz,,,
Q40067,Candy Clark,,,
Q40116,Nadar,"canvas, woodburytype, salted paper print, salted paper, albumin paper",,"Boyer collection, Bibliothèque nationale de France, Metropolitan Museum of Art, Museum of Modern Art, National Gallery of Art, Musée d'Orsay, J. Paul Getty Museum, Cleveland Museum of Art, Museum of Fine Arts, Houston, Photographs in the National Gallery of Art"
Q40197,Lillian Moller Gilbreth,,,
Q40469,Associated Press,,,
Q41557,Ruth Hayward,,,
Q43558,Flore,,,
Q43773,Markus Lanz,,,
Q44032,Egon Schiele,"gouache paint, panel, pencil, black chalk, cardboard, paper, chalk, pastel, bronze, canvas, oil paint, watercolor paint, washi, wove paper, graphite, charcoal, watercolor, tempera",Expressionism,"Thyssen-Bornemisza Museum, Solomon R. Guggenheim Museum, Museum of Fine Arts, Budapest, Prints in the National Gallery of Art, drawings in the National Gallery of Art, http://www.wikidata.org/.well-known/genid/f9226ea82ef9fbb75ae67799f6adcf77, http://www.wikidata.org/.well-known/genid/dc52b852a52bfa071f5e430458e2ef95, http://www.wikidata.org/.well-known/genid/6fb76cffb1d7d06302ee98d59dbfc9b5, http://www.wikidata.org/.well-known/genid/3cb493af1756988f903306f7e977ba43, Metropolitan Museum of Art, Belvedere, Museum of Modern Art, Albertina, National Gallery of Art, Bavarian State Painting Collections, Kunstmuseum Den Haag, Israel Museum, Leopold Museum, National Gallery Prague, Sculptures in the National Gallery of Art, Minneapolis Institute of Art, Art Institute of Chicago, Germanisches Nationalmuseum, Staatliche Graphische Sammlung München, Staatsgalerie Stuttgart, Fondation Bemberg, Stadtmuseum Hagen, http://www.wikidata.org/.well-known/genid/c79af8f9507a24a8b6a04ccbd7bbef45, http://www.wikidata.org/.well-known/genid/8c19a8825511cf01ee67d0bb1977d885, http://www.wikidata.org/.well-known/genid/81a552dadf3ca9f17cd799fcc725d304, http://www.wikidata.org/.well-known/genid/f0a4a0959a8453760a1e634bba7b9dfc, http://www.wikidata.org/.well-known/genid/90b9dde903c1c06ed27ec0ebfc3f8c11, http://www.wikidata.org/.well-known/genid/4b95924d8dfbd8abed5678047979583a, http://www.wikidata.org/.well-known/genid/7a6c1f59ae8c972690e9fcf1ec518e0f, Neue Galerie, Allen Memorial Art Museum, ""degenerate art"" collection, Vienna Museum, Knecht-Drenth Collection, private collection, Kunsthaus Zürich, Moravian Gallery in Brno"
Q44323,Adolf Loos,,modern architecture,
Q44348,Kishin Shinoyama,,,
Q45840,Raymond-Émile Waydelich,,,
Q46139,Man Ray,"metal, textile, foil, iron, string, cardboard, lithograph, glass, paper, ink, ivory, color printing, wood, gypsum, silver, porcelain, bronze, canvas, crayon, felt, oil paint, gelatin silver print, plastic, paint, wove paper, graphite, panel, griffel, India ink, watercolor paint","abstract art, Dada, surrealism","Art Institute of Chicago, Solomon R. Guggenheim Museum, Fine Arts Museums of San Francisco, Los Angeles County Museum of Art, Prints in the National Gallery of Art, Metropolitan Museum of Art, Museum of Modern Art, National Museum of Modern Art, Tate, David Bowie's art collection, Museum Boijmans Van Beuningen, National Gallery of Art, Philadelphia Museum of Art, Museo Nacional Centro de Arte Reina Sofía, The Phillips Collection, Whitney Museum of American Art, Cleveland Museum of Art, Smithsonian American Art Museum, Yale University Art Gallery, National Galleries Scotland, Photographs in the National Gallery of Art, Israel Museum, San Francisco Museum of Modern Art, Minneapolis Institute of Art, Rhode Island School of Design Museum, collection of the Musée d’art contemporain de Montréal, Vanderbilt Museum of Art, Institut Valencià d'Art Modern, Buffalo AKG Art Museum, Knecht-Drenth Collection, Museum Ludwig, Fogg Museum, Harvard Art Museums"
Q46373,Edgar Degas,"ribbon, cardboard, paper, pastel, bronze, canvas, oil paint, tulle, distemper, gouache paint, panel, gold, charcoal, silk, silver, India ink, watercolor paint, tracing paper, pen, black chalk, wax crayon, laid paper, wove paper, graphite, wood, cloth, gelatin silver print, linen, textile, satin","realism, impressionism","Prints in the National Gallery of Art, drawings in the National Gallery of Art, National Gallery of Art, Musée d'Orsay, Rosenwald Collection, Detroit Institute of Arts, Foundation E.G. Bührle Collection, Kunsthaus Zürich, Rhode Island School of Design Museum, Ailsa Mellon Bruce Collection, Corcoran Collection (William A. Clark Collection), Art Institute of Chicago, Department of Prints and Drawings of the Louvre, Isabella Stewart Gardner Museum, Metropolitan Museum of Art, Department of Paintings of the Louvre, Cleveland Museum of Art, Sculptures in the National Gallery of Art, Ny Carlsberg Glyptotek, Solomon R. Guggenheim Museum, Fine Arts Museums of San Francisco, National Gallery of Victoria, Brooklyn Museum, The Frick Collection, Statens Museum for Kunst, Museum of Fine Arts Boston, J. Paul Getty Museum, Corcoran Gallery of Art, Norton Simon Museum, Museo Soumaya, Burrell Collection, Musée d'Art et d'Histoire, Museum of Fine Arts of Lyon, Hermitage Museum, Dallas Museum of Art, Museum of Modern Art, Tate, Musées Nationaux Récupération, National Gallery, Walters Art Museum, Philadelphia Museum of Art, National Portrait Gallery, Pushkin Museum of Fine Arts, Städel Museum, The Phillips Collection, National Galleries Scotland, Kitakyushu Municipal Museum of Art, Musée des Beaux-Arts de Pau, Carnegie Museum of Art, Munich Central Collecting Point"
Q47496,Marina Abramović,"bow, stainless steel, steel, iron, arrow, paper, wood, ice, amethyst, printing ink","conceptual art, performance art","ZKM Center for Art and Media Karlsruhe, Solomon R. Guggenheim Museum, Stedelijk Museum voor Actuele Kunst, LIMA, National Museum of Modern Art, Stedelijk Museum Amsterdam, M HKA - Museum van Hedendaagse Kunst Antwerpen, Collectie Vlaamse Gemeenschap"
Q47842,Empress Dowager Cixi,"top color, paper, silk",Chinese art,"The Palace Museum, Arthur M. Sackler Museum, Fralin Museum of Art, Minneapolis Institute of Art, Harvard Art Museums, National Museum in Warsaw"
Q48246,Ernst Haeckel,,,
Q48410,Richard Gere,,,
Q50049,Catherine Opie,paint,contemporary art,Israel Museum
Q51545,Luis Buñuel,"wood, gelatin silver print",surrealism,"Museum of Modern Art, Israel Museum"
Q53007,Carlo Ludovico Bragaglia,,,
Q53729,Walter Bonatti,,,
Q55210,Abbas Kiarostami,,,
Q55411,Wim Wenders,,New German Cinema,
Q55415,Leni Riefenstahl,,,Metropolitan Museum of Art
Q55420,Fred Zinnemann,,,
Q55612,Wilhelm Scheiner,,,
Q55615,Hugo Schmölz,,,
Q57304,"Prince Bernhard, Prince Consort of the Netherlands",,,
Q57395,Helmut Newton,,,
Q57437,Heinrich Hoffmann,glass plate negative,,Gallica
Q59204,Alberto Lattuada,,,
Q60092,Camille Silvy,,,"Welsh Portrait Collection, National Library of Wales"
Q60302,Hermann Zapf,,,
Q60809,Ansel Adams,gelatin silver print,,"collection of the Musée d’art contemporain de Montréal, Museum of Modern Art, National Gallery of Art, The Phillips Collection, Cleveland Museum of Art, Photographs in the National Gallery of Art, National Gallery of Australia, Los Angeles County Museum of Art, National Archives at College Park, Metropolitan Museum of Art, Israel Museum"
Q61109,Oskar Barnack,,,
Q61530,August Sander,gelatin silver print,,"National Gallery of Art, J. Paul Getty Museum, Photographs in the National Gallery of Art"
Q61594,Meret Oppenheim,"textile, plant, cardboard, glass, aluminum, concrete, glass bead, wood, canvas, oil paint, mannequin, gelatin silver print",surrealism,"Pictet Collection, Stedelijk Museum voor Actuele Kunst, http://www.wikidata.org/.well-known/genid/46c2962b1afeed48f91e55ecbef48a60, Museum of Modern Art, National Museum of Modern Art, David Bowie's art collection, Museum Boijmans Van Beuningen, National Gallery of Art, Sprengel Museum, Neue Nationalgalerie, Photographs in the National Gallery of Art, Israel Museum, Museum Ludwig"
Q61654,Max Skladanowsky,,,
Q61848,Karl Blosfeldt,,New Objectivity,
Q62002,Albert Renger-Patzsch,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
Q62028,Walter Frentz,,,
Q62081,Alfred Eisenstaedt,,,
Q62323,Werner Schroeter,,,Museum of Modern Art
Q62515,Gunter Sachs,,,
Q62547,Michael Ballhaus,,,
Q62783,Christoph Höhne,,,
Q62986,Andreas Gruschke,,,
Q63184,Bill Brandt,gelatin silver print,"Symbolism, surrealism","National Gallery of Art, Photographs in the National Gallery of Art, Israel Museum"
Q63371,Heinrich Schwarz,,,
Q63401,Guglielmo Plüschow,,,Villa Barbaja
Q63612,Duke Philipp of Württemberg,,,
Q63643,Elly Beinhorn,,,
Q63688,Marcel Schlutt,,,
Q63962,Ernst Schäfer,,,
Q64104,Richard Riemerschmid,,,"Metropolitan Museum of Art, Lenbachhaus, Bavarian State Painting Collections"
Q64212,Giorgio Sommer,,,"Metropolitan Museum of Art, Cleveland Museum of Art"
Q64354,Gisèle Freund,,,
Q64539,Q64539,,,
Q64610,Veruschka von Lehndorff,,,
Q64718,Victor Hasselblad,,,
Q65022,Ellen von Unwerth,,,
Q65454,Erich Salomon,gelatin silver paper,,Museum of Modern Art
Q65610,Nicola Perscheid,,,Kunstbibliothek Berlin
Q65630,Loretta Lux,,,
Q65707,Horst P. Horst,gelatin silver print,,Victoria and Albert Museum
Q65906,Bernhard Grzimek,,,
Q65990,Rosemarie Trockel,"cloth, screen print, paper, concrete, bronze, canvas, wool, oil paint, printing ink, acrylic paint",conceptual art,"collection of the Musée d’art contemporain de Montréal, Stedelijk Museum voor Actuele Kunst, Metropolitan Museum of Art, Museum of Modern Art, Hamburger Bahnhof, Bavarian State Painting Collections, Museum of Fine Arts Boston, Städel Museum, Museo Nacional Centro de Arte Reina Sofía, M HKA - Museum van Hedendaagse Kunst Antwerpen, Seattle Art Museum, Museum Ludwig, De Pont"
Q66245,Oskar Fischinger,"canvas, oil paint",,"Fine Arts Museums of San Francisco, Los Angeles County Museum of Art, Museum of Fine Arts Boston, Smithsonian American Art Museum"
Q66255,Franz Hössler,,,
Q66677,Bruno Paul,,,
Q66832,Franz Roh,gelatin silver print,,"National Gallery of Art, Photographs in the National Gallery of Art"
